labels	key_words	review
3menu	menu	The Food The casual Middle Eastern menu looks familar, but the food--made to order in the open kitchen--is a notch above its peers.
2place	place	The Food The casual Middle Eastern menu looks familar, but the food--made to order in the open kitchen--is a notch above its peers.
2food	food	Upon entering, I was impressed by the room while the food on other peoples' tables seemed enticing.
3place	place	Upon entering, I was impressed by the room while the food on other peoples' tables seemed enticing.
3staff	staff	The beginning of the meal wasnt bad, the hostess was very nice, we got our drinks about every 10 minutes and the appetizers we good.
2food	food	The beginning of the meal wasnt bad, the hostess was very nice, we got our drinks about every 10 minutes and the appetizers we good.
3food	food	I found that the food variety was great, and the waitress was very accommodating to my vegan boyfriend describing all items' ingredients and how you may request more of what YOU like, creating a unique experience.
3staff	staff	I found that the food variety was great, and the waitress was very accommodating to my vegan boyfriend describing all items' ingredients and how you may request more of what YOU like, creating a unique experience.
2ambience	ambience	I found that the food variety was great, and the waitress was very accommodating to my vegan boyfriend describing all items' ingredients and how you may request more of what YOU like, creating a unique experience.
1food	food	Came recommended to us, but we found the food to be so-so, the service good, but we were told we could not order desert since the table we were at had a reservation waiting.
2service	service	Came recommended to us, but we found the food to be so-so, the service good, but we were told we could not order desert since the table we were at had a reservation waiting.
1staff	staff	Our waitress couldn't tell us what was in the seafood special, forgot to put in our oyster order so it came at the same time as the main meals, wasn't able to provide a confident recommendation from the menu, and had to be flagged several times for drinks.
2food	food	Our waitress couldn't tell us what was in the seafood special, forgot to put in our oyster order so it came at the same time as the main meals, wasn't able to provide a confident recommendation from the menu, and had to be flagged several times for drinks.
2menu	menu	Our waitress couldn't tell us what was in the seafood special, forgot to put in our oyster order so it came at the same time as the main meals, wasn't able to provide a confident recommendation from the menu, and had to be flagged several times for drinks.
2food	food	I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.
1ambience	ambience	I went back (with my cold soups) They said they would have to make me another dish since they couldn't scrape off the unwanted ingredients.
3staff	staff	Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.
2place	place	Server's were extremely nice, yet were socializing too much with friends that were having drinks at the bar and it was difficult to get their attention.
2place	place	And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.
2food	food	And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.
2miscellaneous	miscellaneous	And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.
1staff	staff	And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.
2food	food	Went for an early V-Day dinner, only to be highly disappointed by the service.
1service	service	Went for an early V-Day dinner, only to be highly disappointed by the service.
2food	food	Before our food arrived I asked our waitress if we could be moved and she just stared blankly at me.
1staff	staff	Before our food arrived I asked our waitress if we could be moved and she just stared blankly at me.
3service	service	The service is excellent -- the staff is attentive and the waitress was well-informed about the menu.
3staff	staff	The service is excellent -- the staff is attentive and the waitress was well-informed about the menu.
2menu	menu	The service is excellent -- the staff is attentive and the waitress was well-informed about the menu.
1price	price	I still go often, but the prices went up a little and the service is even slower now that they're always full during dinner hours.
2food	food	I still go often, but the prices went up a little and the service is even slower now that they're always full during dinner hours.
2food	food	It is the only all Austrian wine list in the country and the waitress gladly broke it down for me, so I could find just the right wine for my meal.
3staff	staff	It is the only all Austrian wine list in the country and the waitress gladly broke it down for me, so I could find just the right wine for my meal.
3place	place	its a cool place to come with a bunch of people or with a date for maybe a mild dinner or some drinks.
2food	food	its a cool place to come with a bunch of people or with a date for maybe a mild dinner or some drinks.
1staff	staff	The final blow was when the waiter brought us the check before we had even finished dessert--never mind that the only reason we were taking a long time to finish the meal was because of the extreme delay in the service of our food.
2food	food	The final blow was when the waiter brought us the check before we had even finished dessert--never mind that the only reason we were taking a long time to finish the meal was because of the extreme delay in the service of our food.
1service	service	The final blow was when the waiter brought us the check before we had even finished dessert--never mind that the only reason we were taking a long time to finish the meal was because of the extreme delay in the service of our food.
1food	food	worst margaritas in town,if you are going to order a battle of (white wine)they served hot.
2service	service	worst margaritas in town,if you are going to order a battle of (white wine)they served hot.
2food	food	They served the main course before the appetizers eventhough we asked for the latter first, to which our waiter responded that they don't serve them separately without telling us beforehand while ordering.
1staff	staff	They served the main course before the appetizers eventhough we asked for the latter first, to which our waiter responded that they don't serve them separately without telling us beforehand while ordering.
1staff	staff	After requesting to be seated at an empty table, the waitress (who was so terribly burdened when we asked to move from the bar to the table to have dinner) asked us to get up from our seats and wait for a smaller table because a party of 3 just walked in.
2place	place	After requesting to be seated at an empty table, the waitress (who was so terribly burdened when we asked to move from the bar to the table to have dinner) asked us to get up from our seats and wait for a smaller table because a party of 3 just walked in.
2food	food	After requesting to be seated at an empty table, the waitress (who was so terribly burdened when we asked to move from the bar to the table to have dinner) asked us to get up from our seats and wait for a smaller table because a party of 3 just walked in.
1place	place	The place wasn't at all busy, and we were shown a table in the back, given our menus, and promptly forgotten about.
2menu	menu	The place wasn't at all busy, and we were shown a table in the back, given our menus, and promptly forgotten about.
1service	service	Although the service can be a bit brusque at times, the food is always good, hearty and hot.
3food	food	Although the service can be a bit brusque at times, the food is always good, hearty and hot.
3food	food	The Food Despite a menu that seems larger than the restaurant, great care goes into the preparation of every dish.
2menu	menu	The Food Despite a menu that seems larger than the restaurant, great care goes into the preparation of every dish.
2ambience	ambience	Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.
3food	food	Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.
2place	place	Be warned that this place can get pretty crowded, though the $3 bloody mary's at the bar and the killer DJ make the wait more than bearable.
1staff	staff	Be warned that this place can get pretty crowded, though the $3 bloody mary's at the bar and the killer DJ make the wait more than bearable.
2miscellaneous	miscellaneous	As if that wasnt enough, after another in the group mentioned that a portion of the sushi on her plate was not what she had ordered, the waiter came back with chopsticks and started to remove it (as she was eating!)
2food	food	As if that wasnt enough, after another in the group mentioned that a portion of the sushi on her plate was not what she had ordered, the waiter came back with chopsticks and started to remove it (as she was eating!)
1staff	staff	As if that wasnt enough, after another in the group mentioned that a portion of the sushi on her plate was not what she had ordered, the waiter came back with chopsticks and started to remove it (as she was eating!)
3food	food	We started with the guacamole and this is by far the best I've ever had bar none.
2place	place	We started with the guacamole and this is by far the best I've ever had bar none.
3food	food	If you eat here, just keep in mind that the specials are much higher than the regular menu when ordering.
2menu	menu	If you eat here, just keep in mind that the specials are much higher than the regular menu when ordering.
1staff	staff	The waiter was just throwing our dishes on the table without even clearing the appetizer plates and then they started clearing the food when we weren't even finished yet.
2food	food	The waiter was just throwing our dishes on the table without even clearing the appetizer plates and then they started clearing the food when we weren't even finished yet.
2miscellaneous	miscellaneous	The waiter was just throwing our dishes on the table without even clearing the appetizer plates and then they started clearing the food when we weren't even finished yet.
1staff	staff	Before we can even order desert, the waitress comes and tells us we have to leave because the host wanted our table.
2miscellaneous	miscellaneous	Before we can even order desert, the waitress comes and tells us we have to leave because the host wanted our table.
2place	place	the tables are in the back and the ambience was less to be desired.
1ambience	ambience	the tables are in the back and the ambience was less to be desired.
3service	service	While service is still ok, the food has been not up to par on my last few visits.
1food	food	While service is still ok, the food has been not up to par on my last few visits.
2food	food	After the wine experience, I actually expected worse than what was served.
1service	service	After the wine experience, I actually expected worse than what was served.
2place	place	I dined in the Main Dining Room which is surrounded by authentic Spanish decorations.
3ambience	ambience	I dined in the Main Dining Room which is surrounded by authentic Spanish decorations.
1staff	staff	Our server did not check on us, ask if we needed anything, refill our water or get our dessert order right.
2food	food	Our server did not check on us, ask if we needed anything, refill our water or get our dessert order right.
1miscellaneous	miscellaneous	On ouor visit, our reservation was ignored and then we were asked to move from our seats at the bar, where we were told to wait, because we were not drinking enough.
2place	place	On ouor visit, our reservation was ignored and then we were asked to move from our seats at the bar, where we were told to wait, because we were not drinking enough.
3food	food	The food at Cafe Asean is to die for, and the prices are unmatchable.
1price	price	The food at Cafe Asean is to die for, and the prices are unmatchable.
3miscellaneous	miscellaneous	The Scene The entrance leads into a dim, narrow bar decorated with sake bottles, exposed brick and a beautiful arched wooden ceiling.
1place	place	The Scene The entrance leads into a dim, narrow bar decorated with sake bottles, exposed brick and a beautiful arched wooden ceiling.
2food	food	The Scene The entrance leads into a dim, narrow bar decorated with sake bottles, exposed brick and a beautiful arched wooden ceiling.
3food	food	It also has great ice cream and spumoni ices.
2miscellaneous	miscellaneous	It also has great ice cream and spumoni ices.
3food	food	However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.
1miscellaneous	miscellaneous	However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.
1service	service	However, the drinks are very good and this place is alright for brunch, if you don't mind sitting in a very cramped spot and/or waiting on line.
1staff	staff	The ONLY negative was when we asked the waiter to secretly bring birthday cake and some other desserts for the table.
2miscellaneous	miscellaneous	The ONLY negative was when we asked the waiter to secretly bring birthday cake and some other desserts for the table.
2food	food	Sometimes, the take-out and seating lines can be long, but the staff help move things along.
2miscellaneous	miscellaneous	Sometimes, the take-out and seating lines can be long, but the staff help move things along.
3staff	staff	Sometimes, the take-out and seating lines can be long, but the staff help move things along.
1place	place	I went to Sushiden on a Friday night around 8:00, the place was pretty empty, we had reservations, but we didnt need them.
2miscellaneous	miscellaneous	I went to Sushiden on a Friday night around 8:00, the place was pretty empty, we had reservations, but we didnt need them.
3ambience	ambience	THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.
1miscellaneous	miscellaneous	THE DECOR HAS BEEN UPDATED TO A FULL BLOWN RESTAURANT BUT THE QUALITY AND THE QUANTITY HASN'T CHANGED.
1staff	staff	A+  was planning a party for my staff, and was treated rudely by another restaurant when trying to add more people to reservation (a simple no would have worked).
2miscellaneous	miscellaneous	A+  was planning a party for my staff, and was treated rudely by another restaurant when trying to add more people to reservation (a simple no would have worked).
3food	food	The Food Regulars swear by the tamales, which are spongy, well-seasoned and pulled from steaming crocks on the counter.
2place	place	The Food Regulars swear by the tamales, which are spongy, well-seasoned and pulled from steaming crocks on the counter.
2food	food	Unfortunately, the food along with the unhelpful service doesn't make up for the atmosphere.
1service	service	Unfortunately, the food along with the unhelpful service doesn't make up for the atmosphere.
2ambience	ambience	Unfortunately, the food along with the unhelpful service doesn't make up for the atmosphere.
2place	place	They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)
3food	food	They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)
3staff	staff	They expanded the seating with a cozy new back section, added some great new dishes (I had the most fantastic j erk Shrimp and exciting maize crusted salmon) but kept everything that was good (amazing staff and Mac Jack!)
1staff	staff	Not to mention that the busboy spilled 2 glasses of water on my back and the Manager was NOWHERE TO BE SEEN.
2food	food	Not to mention that the busboy spilled 2 glasses of water on my back and the Manager was NOWHERE TO BE SEEN.
3staff	staff	Smiling servers quiz diners with movie trivia, but forget to fill their water glasses.
2price	price	Smiling servers quiz diners with movie trivia, but forget to fill their water glasses.
2miscellaneous	miscellaneous	Smiling servers quiz diners with movie trivia, but forget to fill their water glasses.
1staff	staff	The waiter was miffed when we decided to order dessert (and I must say we were eating the courses as they arrived, no lingering).
2food	food	The waiter was miffed when we decided to order dessert (and I must say we were eating the courses as they arrived, no lingering).
1service	service	Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.
1ambience	ambience	Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.
3food	food	Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.
3staff	staff	Chef Anthony is warm and is always fixing up something unique and tasty in the kitchen to send to your table.
2miscellaneous	miscellaneous	Chef Anthony is warm and is always fixing up something unique and tasty in the kitchen to send to your table.
2menu	menu	The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.
3food	food	The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.
2food	food	Had an after-work drink at the bar with a date, loved the place so much we came back for brunch the next morning.
3place	place	Had an after-work drink at the bar with a date, loved the place so much we came back for brunch the next morning.
3food	food	The food was served promptly and was really hot.
2service	service	The food was served promptly and was really hot.
3place	place	The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.
2service	service	The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.
3staff	staff	The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.
2food	food	The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.
2food	food	I had been to Blue Fin previously for drinks and appetizers and thought the atmosphere was very good (expecially for people watching).
3ambience	ambience	I had been to Blue Fin previously for drinks and appetizers and thought the atmosphere was very good (expecially for people watching).
1service	service	The bar downstairs is a lot of fun, so if you get stuck waiting, just have drink.
2food	food	The bar downstairs is a lot of fun, so if you get stuck waiting, just have drink.
3ambience	ambience	The atmosphere was nice (tables were a bit too close together) and trendy, but waiters seemed rushed.
1place	place	The atmosphere was nice (tables were a bit too close together) and trendy, but waiters seemed rushed.
2food	food	We recently had brunch at this establishment with two other couples and I have to say I was majorly dissapointed with the service and how we were treated.
1service	service	We recently had brunch at this establishment with two other couples and I have to say I was majorly dissapointed with the service and how we were treated.
3staff	staff	Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite.
1food	food	Although our waitress was pleasant and accomdating, the overpriced food was quite the opposite.
1food	food	Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
2menu	menu	Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).
2food	food	My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service.
1service	service	My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service.
1staff	staff	Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).
2food	food	Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).
2staff	staff	Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.
1service	service	Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.
3food	food	The food at Parish was tasy and well-prepared, but the portions were absurdly miniscule, especially in proportion to the prices.
1miscellaneous	miscellaneous	The food at Parish was tasy and well-prepared, but the portions were absurdly miniscule, especially in proportion to the prices.
1price	price	The food at Parish was tasy and well-prepared, but the portions were absurdly miniscule, especially in proportion to the prices.
2place	place	There is actually space to breathe and the decor sets the tone for an intimate dinner.
3ambience	ambience	There is actually space to breathe and the decor sets the tone for an intimate dinner.
3food	food	There is actually space to breathe and the decor sets the tone for an intimate dinner.
3ambience	ambience	The atmosphere was really nice and inviting but our waiter was awful!
1staff	staff	The atmosphere was really nice and inviting but our waiter was awful!
3staff	staff	I always listen to the waiters' recommendations, because they're always awesome - either a special or just one of their faves off the menu.
2menu	menu	I always listen to the waiters' recommendations, because they're always awesome - either a special or just one of their faves off the menu.
3ambience	ambience	The decor is sparse and elegant, the service warm (though my waitress was occasionally difficult to find), and the sushi fresh.
3service	service	The decor is sparse and elegant, the service warm (though my waitress was occasionally difficult to find), and the sushi fresh.
1staff	staff	The decor is sparse and elegant, the service warm (though my waitress was occasionally difficult to find), and the sushi fresh.
1staff	staff	I waited 15 minutes for the waiter to take the bill from me and finally I got fed up with him walking past our table I had to start waving the bill in the air and finally some other waitress took our bill.
2ambience	ambience	I waited 15 minutes for the waiter to take the bill from me and finally I got fed up with him walking past our table I had to start waving the bill in the air and finally some other waitress took our bill.
1service	service	Yes, the wait is long and ridiculous as times, especially as you watch others gobble down their food.
2food	food	Yes, the wait is long and ridiculous as times, especially as you watch others gobble down their food.
2price	price	considering the prices on the menu, i'd rather go somewhere else where they know how to refill water and real chairs for everyone, something you can even get at mcdonald's.
2menu	menu	considering the prices on the menu, i'd rather go somewhere else where they know how to refill water and real chairs for everyone, something you can even get at mcdonald's.
2food	food	considering the prices on the menu, i'd rather go somewhere else where they know how to refill water and real chairs for everyone, something you can even get at mcdonald's.
3miscellaneous	miscellaneous	considering the prices on the menu, i'd rather go somewhere else where they know how to refill water and real chairs for everyone, something you can even get at mcdonald's.
1staff	staff	It was practically impossible to get the waitstaff's attention to order another bottle of wine.
2food	food	It was practically impossible to get the waitstaff's attention to order another bottle of wine.
2food	food	After spending over $500 on a business dinner, a manager knelt down at our table and asked us to quote, wrap it up and move to the bar.
1staff	staff	After spending over $500 on a business dinner, a manager knelt down at our table and asked us to quote, wrap it up and move to the bar.
2miscellaneous	miscellaneous	After spending over $500 on a business dinner, a manager knelt down at our table and asked us to quote, wrap it up and move to the bar.
2place	place	After spending over $500 on a business dinner, a manager knelt down at our table and asked us to quote, wrap it up and move to the bar.
3staff	staff	Friendly staff happily accepted a reservation (for 10), and when only 6 showed up, they couldn't have been more understanding!
2miscellaneous	miscellaneous	Friendly staff happily accepted a reservation (for 10), and when only 6 showed up, they couldn't have been more understanding!
2place	place	At our table we didn't get any bread until 30 minutes into the seating, which may I emphasize the waiter took really long to come to our table, about 20 minutes.
1staff	staff	At our table we didn't get any bread until 30 minutes into the seating, which may I emphasize the waiter took really long to come to our table, about 20 minutes.
2food	food	Recently I purchased a dish to go, and found that all of my meal contained just one large piece of ginger root.
1miscellaneous	miscellaneous	Recently I purchased a dish to go, and found that all of my meal contained just one large piece of ginger root.
1miscellaneous	miscellaneous	The numbness in your lower legs from sitting on old wood chairs is more than compensated by the wonderful food.
3food	food	The numbness in your lower legs from sitting on old wood chairs is more than compensated by the wonderful food.
3place	place	We were able to reserve a spot at the chef tasting bar with Morimoto who actually called in sick that night, but we were still charged full price.
1price	price	We were able to reserve a spot at the chef tasting bar with Morimoto who actually called in sick that night, but we were still charged full price.
2miscellaneous	miscellaneous	Went here for a casual Sunday night dinner at 7:45pm; dinner was served at 10:15pm!
1service	service	Went here for a casual Sunday night dinner at 7:45pm; dinner was served at 10:15pm!
1staff	staff	Then, the waitress gave my wife coffee with regular milk in it even though my wife specifically requested Soy Milk.
2food	food	Then, the waitress gave my wife coffee with regular milk in it even though my wife specifically requested Soy Milk.
2place	place	I thought I'd give the new place a try since it had an expanded menu and a more legit look.
3menu	menu	I thought I'd give the new place a try since it had an expanded menu and a more legit look.
3menu	menu	*There is a pre-theatre dinner menu for early diners that is of great value.
2price	price	*There is a pre-theatre dinner menu for early diners that is of great value.
3menu	menu	The prixe fix menu was a deal to boost downtown restaurants, atleast we didn't pay the full price.
1price	price	The prixe fix menu was a deal to boost downtown restaurants, atleast we didn't pay the full price.
3food	food	The steak au poivre certainly lives up to its lofty reputation, but it shuoldn't overshadow many of the other delicacies on the menu, such as the crab cakes and the frisee salad.
2menu	menu	The steak au poivre certainly lives up to its lofty reputation, but it shuoldn't overshadow many of the other delicacies on the menu, such as the crab cakes and the frisee salad.
1staff	staff	Waiter was a strange bird and when told we wanted to enjoy our dining experience and not be rushed through dinner, he assured us it takes 30 minutes to get entrees once food was ordered.
3food	food	Waiter was a strange bird and when told we wanted to enjoy our dining experience and not be rushed through dinner, he assured us it takes 30 minutes to get entrees once food was ordered.
1food	food	This is not haute cuisine, but that' part of what I love about it - it has an honest, intimate feel with no pretensions, just like eating in an Italian family's home.
3miscellaneous	miscellaneous	This is not haute cuisine, but that' part of what I love about it - it has an honest, intimate feel with no pretensions, just like eating in an Italian family's home.
2food	food	The food was so-so and you would think it was a french resturant, the portions were so tiny.
1miscellaneous	miscellaneous	The food was so-so and you would think it was a french resturant, the portions were so tiny.
3staff	staff	Eventually another waiter cleaned up the table and allowed us to sit there.
2miscellaneous	miscellaneous	Eventually another waiter cleaned up the table and allowed us to sit there.
1staff	staff	However the hostess completely ignored us, we waited 40 min at the bar (even with reservation), our waitress was incredibly uninterested in us (never even offered dessert menus) and the somelier could have taken a look at the label before he made a mistake about his favorite wine.
2place	place	However the hostess completely ignored us, we waited 40 min at the bar (even with reservation), our waitress was incredibly uninterested in us (never even offered dessert menus) and the somelier could have taken a look at the label before he made a mistake about his favorite wine.
2miscellaneous	miscellaneous	However the hostess completely ignored us, we waited 40 min at the bar (even with reservation), our waitress was incredibly uninterested in us (never even offered dessert menus) and the somelier could have taken a look at the label before he made a mistake about his favorite wine.
2food	food	seems everyone ordered sushi there were tons of delivery orders (we can tell as we sat near the back).
3service	service	seems everyone ordered sushi there were tons of delivery orders (we can tell as we sat near the back).
3price	price	small price to pay to have dinner on a Saturday night in downtown Manhattan.
2food	food	small price to pay to have dinner on a Saturday night in downtown Manhattan.
3miscellaneous	miscellaneous	The Scene Flanked by a diner-style bar on one side and glass cases of sweets on the other, General Store resembles a cozy mom-and-pop rest stop on the way through Pennsylvania Dutch country--minus the cheesy gift shop.
2place	place	The Scene Flanked by a diner-style bar on one side and glass cases of sweets on the other, General Store resembles a cozy mom-and-pop rest stop on the way through Pennsylvania Dutch country--minus the cheesy gift shop.
1service	service	Since it's a small place, it's best to get there early for dinner as the wait can be quite long if you don't make a reservation.
2miscellaneous	miscellaneous	Since it's a small place, it's best to get there early for dinner as the wait can be quite long if you don't make a reservation.
3place	place	The interior is understated making it special enough to take a date but easy enough to stop in anytime for dinner or snack.
2food	food	The interior is understated making it special enough to take a date but easy enough to stop in anytime for dinner or snack.
3miscellaneous	miscellaneous	The prices are incredibly reasonable, especially considering the HUGE portions - by noodle soup could have fed both my husband and myself.
2food	food	The prices are incredibly reasonable, especially considering the HUGE portions - by noodle soup could have fed both my husband and myself.
2service	service	There is a huge line, usually a 45 minute wait; they take no reservations and no tables of more than five people.
1miscellaneous	miscellaneous	There is a huge line, usually a 45 minute wait; they take no reservations and no tables of more than five people.
1place	place	There is a huge line, usually a 45 minute wait; they take no reservations and no tables of more than five people.
3food	food	The pizzas are a MUST TRY, hence the name.
2miscellaneous	miscellaneous	The pizzas are a MUST TRY, hence the name.
3food	food	The situation was verified by taking 3 dishes that were over an hour late off the bill and free desserts and coffee but the experience left most of us never wanting to go to the supposed hip cool 66 ever again.
2price	price	The situation was verified by taking 3 dishes that were over an hour late off the bill and free desserts and coffee but the experience left most of us never wanting to go to the supposed hip cool 66 ever again.
2miscellaneous	miscellaneous	I went there with family and even though we had reservations, we were seated 30 minutes late, the food took 45 minutes to arrive and when I got the wrong order, I had a hard time trying to find the server.
2food	food	I went there with family and even though we had reservations, we were seated 30 minutes late, the food took 45 minutes to arrive and when I got the wrong order, I had a hard time trying to find the server.
1staff	staff	I went there with family and even though we had reservations, we were seated 30 minutes late, the food took 45 minutes to arrive and when I got the wrong order, I had a hard time trying to find the server.
3service	service	The wait was much shorter than the hostess quoted, which was great.
2staff	staff	The wait was much shorter than the hostess quoted, which was great.
2menu	menu	Though the menu is brief, entrees range from a deeply satisfying, wintry seared calf's liver with oven-dried tomatoes to a much lighter striped bass drizzled with textbook perfect beurre blanc.
3food	food	Though the menu is brief, entrees range from a deeply satisfying, wintry seared calf's liver with oven-dried tomatoes to a much lighter striped bass drizzled with textbook perfect beurre blanc.
2food	food	When we got our food, the waitress barely said a word as she placed our take-out on the table and grabbed the check.
1staff	staff	When we got our food, the waitress barely said a word as she placed our take-out on the table and grabbed the check.
2price	price	When we got our food, the waitress barely said a word as she placed our take-out on the table and grabbed the check.
1service	service	Dropped in for a quick bite with a friend -- like the previous reviewer it took more than 15 minutes for any kind of service at all (including getting water) and then another 45 minutes to get a burger (which admittedly was good).
2food	food	Dropped in for a quick bite with a friend -- like the previous reviewer it took more than 15 minutes for any kind of service at all (including getting water) and then another 45 minutes to get a burger (which admittedly was good).
2miscellaneous	miscellaneous	However, it takes ages to get seated (even with a reservation), and the waiters don't seem very knowledgeable about the menu (or receptive to questions).
1staff	staff	However, it takes ages to get seated (even with a reservation), and the waiters don't seem very knowledgeable about the menu (or receptive to questions).
2place	place	The only complaint I have is that the tables for 2 along the booth are very close together so it wasn't as romantic a dinner as we wanted but all in all, we were in our own world, more like in heaven.
1food	food	The only complaint I have is that the tables for 2 along the booth are very close together so it wasn't as romantic a dinner as we wanted but all in all, we were in our own world, more like in heaven.
